id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
3982,EV,5362,SHV,ATL,6,345,123,0
3983,EV,5501,VLD,ATL,6,345,62,0
3984,F9,239,BNA,DEN,6,345,172,0
3985,FL,557,BUF,ATL,6,345,150,0
3986,OH,6264,BDL,CVG,6,345,133,0
3987,OH,6549,MFE,MEM,6,345,118,0
3988,OO,6407,FAT,SFO,6,345,45,0
3989,OO,6480,IPL,YUM,6,345,30,0
3990,OO,6843,EAU,CWA,6,345,32,0
3991,OO,6925,PHX,LAX,6,345,85,0
3992,US,1423,DCA,CLT,6,345,85,0
3993,UA,756,SFO,DEN,6,348,158,0
3994,OO,3099,OMA,MKE,6,349,81,0
3995,B6,107,BUF,JFK,6,350,83,0
3996,CO,1585,MFE,IAH,6,350,62,0
3997,DL,1248,IAH,ATL,6,350,130,0
3998,DL,1985,DAY,ATL,6,350,114,0
3999,DL,2387,MKE,ATL,6,350,129,0
4000,DL,2405,PHL,DTW,6,350,115,0
4001,DL,734,MCI,ATL,6,350,129,0
4002,MQ,2734,ABI,DFW,6,350,50,0
4003,MQ,2796,GRR,DFW,6,350,175,0
4004,MQ,3014,FAT,LAX,6,350,65,0
4005,MQ,3332,LBB,DFW,6,350,70,0
4006,MQ,3781,LIT,ORD,6,350,105,0
4007,MQ,3842,MSP,ORD,6,350,95,0
4008,MQ,4013,LEX,ORD,6,350,95,0
4009,OH,6498,ORD,ATL,6,350,128,0
4010,XE,3015,CRP,IAH,6,350,57,0
4011,HA,218,HNL,KOA,6,352,41,0
4012,9E,3836,OMA,DTW,6,355,145,0
4013,9E,3955,LBB,MEM,6,355,119,0
4014,9E,4274,AMA,MEM,6,355,120,0
4015,DL,2356,RDU,DTW,6,355,125,0
4016,DL,377,BDL,DTW,6,355,130,0
4017,FL,331,PHL,ATL,6,355,140,0
4018,MQ,2864,SGF,DFW,6,355,90,0
4019,XE,2095,PIT,IAH,6,355,185,0
4020,9E,3668,TYS,LGA,6,360,131,0
4021,9E,3724,ABE,DTW,6,360,115,0
4022,9E,3755,SWF,DTW,6,360,120,0
4023,9E,3757,BGM,DTW,6,360,103,0
4024,9E,3845,AVP,DTW,6,360,105,0
4025,9E,3871,BHM,DTW,6,360,125,0
4026,9E,3875,GSP,DTW,6,360,115,0
4027,9E,3893,FWA,ATL,6,360,115,0
4028,9E,3923,IAH,MEM,6,360,95,0
4029,9E,3957,ATW,MSP,6,360,76,0
4030,9E,4026,ORF,DTW,6,360,125,0
4031,9E,4239,ITH,DTW,6,360,97,0
4032,9E,4272,ECP,MEM,6,360,90,0
4033,9E,4324,DCA,JFK,6,360,82,0
4034,AA,1056,TUL,DFW,6,360,70,0
4035,AA,1140,SAT,DFW,6,360,65,0
4036,AA,1143,TPA,DFW,6,360,170,0
4037,AA,1215,DCA,DFW,6,360,210,0
4038,AA,1225,COS,DFW,6,360,120,0
4039,AA,1406,OMA,DFW,6,360,125,0
4040,AA,1584,LAS,DFW,6,360,160,0
4041,AA,1602,ELP,DFW,6,360,100,0
4042,AA,1615,BDL,DFW,6,360,260,0
4043,AA,1631,MSY,MIA,6,360,105,0
4044,AA,1670,AUS,ORD,6,360,165,0
4045,AA,1755,ABQ,DFW,6,360,105,0
4046,AA,1839,OKC,DFW,6,360,60,0
4047,AA,1843,BOS,ORD,6,360,175,0
4048,AA,1921,EWR,MIA,6,360,185,0
4049,AA,1965,STL,DFW,6,360,115,0
4050,AA,1994,IAH,MIA,6,360,135,0
4051,AA,2037,BNA,MIA,6,360,135,0
4052,AA,2103,IAD,MIA,6,360,160,0
4053,AA,2299,DTW,MIA,6,360,190,0
4054,AA,445,DCA,ORD,6,360,125,0
4055,AA,526,SFO,DFW,6,360,215,0
4056,AA,528,LAX,MIA,6,360,280,0
4057,AA,548,LAX,ORD,6,360,240,0
4058,AA,552,SFO,MIA,6,360,315,0
4059,AA,654,PHX,DFW,6,360,130,0
4060,AA,708,AUS,DFW,6,360,60,0
4061,AS,454,SEA,LAX,6,360,150,0
4062,AS,55,ANC,FAI,6,360,58,0
4063,AS,600,SEA,LAS,6,360,143,0
4064,AS,62,FAI,ANC,6,360,70,0
4065,AS,81,SEA,ANC,6,360,219,0
4066,B6,1224,RDU,BOS,6,360,101,0
4067,B6,146,PBI,JFK,6,360,152,0
4068,B6,19,BTV,JFK,6,360,84,0
4069,B6,247,OAK,LGB,6,360,77,0
4070,B6,370,FLL,LGA,6,360,159,0
4071,B6,371,LGA,FLL,6,360,174,0
4072,B6,45,ROC,JFK,6,360,83,0
4073,B6,52,MCO,JFK,6,360,141,0
4074,B6,601,PWM,JFK,6,360,75,0
4075,B6,63,JFK,TPA,6,360,176,0
4076,B6,68,FLL,JFK,6,360,160,0
4077,B6,701,JFK,SJU,6,360,218,0
4078,CO,1045,CLE,IAH,6,360,184,0
4079,CO,1428,CLT,IAH,6,360,180,0
4080,CO,1810,SMF,IAH,6,360,218,0
4081,CO,308,PDX,IAH,6,360,236,0
4082,CO,361,PHX,IAH,6,360,148,0
4083,DL,1084,ANC,MSP,6,360,326,0
4084,DL,1157,CMH,ATL,6,360,110,0
4085,DL,1181,RSW,ATL,6,360,110,0
4086,DL,1297,JFK,ATL,6,360,168,0
4087,DL,1301,IND,ATL,6,360,105,0
4088,DL,1401,BOS,ATL,6,360,190,0
4089,DL,1447,LGA,ATL,6,360,167,0
4090,DL,1504,MCI,DTW,6,360,118,0
4091,DL,1580,SFO,ATL,6,360,270,0
4092,DL,1831,PDX,SLC,6,360,107,0
4093,DL,1889,CVG,ATL,6,360,103,0
4094,DL,2205,MDW,ATL,6,360,120,0
4095,DL,2280,STL,ATL,6,360,110,0
4096,DL,2437,CLT,ATL,6,360,82,0
4097,DL,2530,BZN,MSP,6,360,138,0
4098,DL,2806,SFO,MSP,6,360,222,0
4099,DL,2816,LAS,DTW,6,360,234,0
4100,DL,725,SFO,SLC,6,360,113,0
4101,EV,4998,XNA,ATL,6,360,119,0
4102,EV,5011,ROA,DTW,6,360,98,0
4103,EV,5027,MLI,ATL,6,360,130,0
4104,EV,5079,LYH,ATL,6,360,85,0
4105,EV,5141,EVV,ATL,6,360,80,0
4106,EV,5169,HPN,ATL,6,360,151,0
4107,EV,5257,BDL,DCA,6,360,84,0
4108,EV,5275,FAY,ATL,6,360,86,0
4109,EV,5313,EWN,ATL,6,360,98,0
4110,EV,5316,CSG,ATL,6,360,44,0
4111,EV,5366,SGF,ATL,6,360,119,0
4112,EV,5374,CAK,ATL,6,360,109,0
4113,EV,5387,GPT,ATL,6,360,80,0
4114,EV,5419,OKC,DTW,6,360,150,0
4115,EV,5435,MLU,ATL,6,360,98,0
4116,EV,5460,MOB,ATL,6,360,77,0
4117,EV,5479,LFT,ATL,6,360,120,0
4118,EV,5491,OAJ,ATL,6,360,98,0
4119,EV,5507,CHO,ATL,6,360,102,0
4120,EV,5564,ILM,ATL,6,360,88,0
4121,EV,5605,ROA,ATL,6,360,86,0
4122,EV,7075,DTW,IAD,6,360,90,0
4123,EV,7086,DAY,IAD,6,360,90,0
4124,EV,7100,CAE,ORD,6,360,128,0
4125,EV,7116,JFK,IAD,6,360,81,0
4126,EV,7117,ROA,ORD,6,360,116,0
4127,EV,7378,DEN,CVG,6,360,157,0
4128,F9,225,MDW,DEN,6,360,157,0
4129,F9,377,BOS,MKE,6,360,165,0
4130,FL,143,DTW,ATL,6,360,135,0
4131,FL,155,IND,BWI,6,360,100,0
4132,FL,200,CAK,ATL,6,360,120,0
4133,FL,260,DCA,MKE,6,360,125,0
4134,FL,281,BOS,ATL,6,360,185,0
4135,FL,359,LGA,ATL,6,360,160,0
4136,FL,429,PNS,ATL,6,360,75,0
4137,FL,461,BWI,ATL,6,360,126,0
4138,FL,630,DAY,BWI,6,360,92,0
4139,FL,726,DFW,MKE,6,360,135,0
4140,FL,84,FLL,ATL,6,360,120,0
4141,FL,901,PHF,ATL,6,360,123,0
4142,FL,912,MKE,BWI,6,360,120,0
4143,FL,967,ACY,ATL,6,360,125,0
4144,MQ,2731,CVG,DFW,6,360,165,0
4145,MQ,2750,JAN,DFW,6,360,100,0
4146,MQ,2963,CID,DFW,6,360,140,0
4147,MQ,3256,GRK,DFW,6,360,50,0
4148,MQ,3280,CRP,DFW,6,360,80,0
4149,MQ,3325,DSM,DFW,6,360,130,0
4150,MQ,3357,MOB,DFW,6,360,115,0
4151,MQ,3372,BTR,DFW,6,360,90,0
4152,MQ,3450,XNA,DFW,6,360,70,0
4153,MQ,3512,MKE,DFW,6,360,165,0
4154,MQ,3650,TYS,MIA,6,360,135,0
4155,CO,269,SFO,IAH,6,15,203,1
4156,CO,1094,LAX,IAH,6,30,179,1
4157,DL,2814,SEA,MSP,6,50,189,1
4158,US,498,DEN,CLT,6,55,179,1
4159,B6,98,DEN,JFK,6,59,213,1
4160,AS,128,FAI,SEA,6,80,206,1
4161,AS,112,ANC,SEA,6,90,200,1
4162,AS,114,ANC,SEA,6,150,200,1
4163,US,1521,BWI,CLT,6,325,83,1
4164,9E,3702,RST,MSP,6,330,50,1
4165,9E,3886,DSM,ATL,6,330,135,1
4166,CO,611,EWR,IAH,6,330,221,1
4167,AA,674,ORD,MIA,6,335,185,1
4168,B6,728,BQN,JFK,6,335,231,1
4169,CO,463,ORD,IAH,6,335,150,1
4170,9E,3998,TLH,ATL,6,338,68,1
4171,DL,1112,PIT,ATL,6,345,131,1
4172,EV,5218,SYR,ATL,6,345,158,1
4173,OO,6964,RDM,PDX,6,345,58,1
4174,UA,257,MCI,ORD,6,345,89,1
4175,XE,2919,LFT,IAH,6,345,59,1
4176,MQ,3632,CLT,MIA,6,350,120,1
4177,MQ,3892,PHL,ORD,6,350,140,1
4178,9E,3935,EWR,DTW,6,355,130,1
4179,B6,735,JFK,BQN,6,355,215,1
4180,9E,3985,DSM,MEM,6,360,100,1
4181,AA,1596,PDX,DFW,6,360,225,1
4182,AA,1878,SMF,DFW,6,360,205,1
4183,AA,1895,LGA,MIA,6,360,190,1
4184,AA,2060,SEA,ORD,6,360,245,1
4185,AA,2301,ORD,DFW,6,360,150,1
4186,B6,1133,SYR,JFK,6,360,85,1
4187,B6,155,JFK,MCO,6,360,168,1
4188,B6,1695,BOS,MCO,6,360,192,1
4189,B6,442,TPA,BOS,6,360,167,1
4190,CO,198,DEN,IAH,6,360,141,1
4191,CO,759,DCA,IAH,6,360,204,1
4192,CO,89,IAH,EWR,6,360,192,1
4193,DL,1106,SEA,SLC,6,360,120,1
4194,DL,1602,LAS,ATL,6,360,223,1
4195,DL,1625,BWI,ATL,6,360,120,1
4196,DL,1949,RDU,ATL,6,360,87,1
4197,DL,2264,DFW,MEM,6,360,92,1
4198,DL,2581,SDF,ATL,6,360,84,1
4199,EV,4942,JAX,DCA,6,360,112,1
4200,EV,5265,SYR,DTW,6,360,115,1
4201,EV,7095,GSO,IAD,6,360,67,1
4202,EV,7097,CMH,ORD,6,360,82,1
4203,EV,7323,BMI,ATL,6,360,115,1
4204,FL,254,FNT,ATL,6,360,134,1
4205,FL,738,MSP,MKE,6,360,74,1
4206,MQ,3265,HOU,DFW,6,360,70,1
4207,MQ,3748,ORD,MSP,6,360,85,1
4208,MQ,3768,EWR,ORD,6,360,165,1
4209,MQ,3807,ORD,ATL,6,360,120,1
4210,MQ,4223,ROC,ORD,6,360,125,1
4211,MQ,4260,BWI,ORD,6,360,140,1
4212,MQ,4650,LGA,ATL,6,360,150,1
4213,MQ,4697,DTW,LGA,6,360,100,1
4214,OO,6345,PSC,SFO,6,360,125,1
4215,OO,6679,COS,ORD,6,360,146,1
4216,OO,6766,ORD,MCI,6,360,88,1
4217,OO,6836,PAH,ORD,6,360,78,1
4218,OO,6930,ORD,TYS,6,360,86,1
4219,OO,6936,SPI,ORD,6,360,60,1
4220,OO,6975,DFW,ORD,6,360,136,1
4221,OO,7000,ORD,ORF,6,360,125,1
4222,UA,452,ROC,ORD,6,360,117,1
4223,UA,494,DSM,ORD,6,360,80,1
4224,UA,68,LAX,ORD,6,360,237,1
4225,UA,922,ORD,IAD,6,360,108,1
4226,US,12,SMF,PHX,6,360,109,1
4227,WN,1595,BOI,DEN,6,360,105,1
4228,XE,5915,PIA,ORD,6,360,63,1
4229,XE,5931,CLE,IAD,6,360,75,1
4230,XE,5941,TUL,ORD,6,360,113,1
4231,XE,5991,XNA,ORD,6,360,105,1
4232,OO,6270,ATW,ORD,6,361,55,1
4233,OO,6897,MKE,ORD,6,361,44,1
4234,UA,635,RDU,ORD,6,362,135,1
4235,OO,6992,DLH,ORD,6,364,90,1
4236,AA,1851,DCA,MIA,6,365,160,1
4237,AS,73,SIT,JNU,6,365,42,1
4238,CO,689,DTW,IAH,6,365,183,1
4239,DL,1937,BWI,DTW,6,365,103,1
4240,DL,2931,LGA,DTW,6,365,118,1
4241,OO,4794,ONT,SLC,6,365,104,1
4242,OO,6232,FAT,LAS,6,365,77,1
4243,OO,6722,PSC,DEN,6,365,139,1
4244,US,486,RNO,PHX,6,365,107,1
4245,XE,2143,GSP,IAH,6,365,159,1
4246,XE,5924,ICT,ORD,6,365,110,1
4247,OO,6374,PSP,SFO,6,366,91,1
4248,UA,468,SEA,SFO,6,368,129,1
4249,AA,301,LGA,ORD,6,370,160,1
4250,AA,398,ORD,LGA,6,370,120,1
4251,AS,151,ANC,OTZ,6,370,95,1
4252,DL,1597,PHL,MSP,6,370,180,1
4253,DL,2865,BUF,ATL,6,370,154,1
4254,OH,6397,SYR,JFK,6,370,90,1
4255,OO,6716,CRW,ORD,6,370,97,1
4256,OO,6850,ORD,MBS,6,370,60,1
4257,UA,796,RDU,IAD,6,370,69,1
4258,WN,379,OAK,SEA,6,370,125,1
4259,UA,732,SEA,ORD,6,371,242,1
4260,9E,3692,FSD,DTW,6,375,130,1
4261,9E,3751,ROC,DTW,6,375,103,1
4262,9E,4390,CID,DTW,6,375,106,1
4263,B6,1249,BOS,IAD,6,375,100,1
4264,CO,223,SEA,IAH,6,375,240,1
4265,DL,1408,DEN,MSP,6,375,129,1
4266,DL,2570,LAX,SLC,6,375,119,1
4267,FL,300,DEN,ATL,6,375,170,1
4268,MQ,4576,LGA,CLT,6,375,120,1
4269,MQ,4590,MSP,LGA,6,375,164,1
4270,OO,6759,LIT,ORD,6,375,115,1
4271,UA,84,LAX,JFK,6,375,334,1
4272,XE,2072,RIC,IAH,6,375,197,1
4273,XE,5970,TVC,ORD,6,377,79,1
4274,UA,16,SAN,ORD,6,378,244,1
4275,9E,3684,PIT,JFK,6,380,106,1
4276,AA,1185,RDU,DFW,6,380,200,1
4277,AA,1434,DFW,MCO,6,380,145,1
4278,AA,496,ORD,DCA,6,380,99,1
4279,EV,5428,LFT,MEM,6,380,83,1
4280,OO,6482,FAR,DEN,6,380,128,1
4281,UA,381,BDL,ORD,6,380,161,1
4282,US,795,JFK,CLT,6,380,120,1
4283,YV,2934,BFL,PHX,6,380,92,1
4284,UA,132,PDX,ORD,6,381,234,1
4285,UA,472,SMF,ORD,6,381,242,1
4286,HA,101,ITO,HNL,6,383,49,1
4287,UA,143,TPA,ORD,6,384,170,1
4288,UA,185,PHL,SFO,6,384,389,1
4289,DL,2728,RNO,SLC,6,385,92,1
4290,MQ,2782,LEX,DFW,6,385,160,1
4291,OO,4551,RDM,SLC,6,385,101,1
4292,OO,4624,FAT,SLC,6,385,104,1
4293,OO,4645,BTM,SLC,6,385,73,1
4294,OO,4714,CPR,SLC,6,385,73,1
4295,OO,4840,BIL,SLC,6,385,80,1
4296,YV,2702,SBP,PHX,6,385,94,1
4297,9E,3931,MBS,MSP,6,388,102,1
4298,UA,634,ORD,EWR,6,389,120,1
4299,AA,201,JFK,LAX,6,390,385,1
4300,AS,232,SEA,SAN,6,390,154,1
4301,B6,1012,JFK,BOS,6,390,65,1
4302,B6,921,BOS,ORD,6,390,169,1
4303,CO,501,IND,IAH,6,390,145,1
4304,DL,1871,BOI,SLC,6,390,70,1
4305,DL,2700,SJC,MSP,6,390,228,1
4306,EV,5165,AGS,ATL,6,390,60,1
4307,EV,5413,ATW,ATL,6,390,138,1
4308,EV,5600,VPS,ATL,6,390,90,1
4309,MQ,2935,MSN,DFW,6,390,160,1
4310,MQ,3307,DFW,CRP,6,390,80,1
4311,MQ,3322,GSO,DFW,6,390,200,1
4312,MQ,3534,LIT,DFW,6,390,80,1
4313,MQ,4069,BMI,ORD,6,390,50,1
4314,MQ,4652,ATL,LGA,6,390,120,1
4315,OO,4591,PSC,SLC,6,390,96,1
4316,OO,4657,LEX,MSP,6,390,130,1
4317,OO,6488,ORD,DFW,6,390,153,1
4318,OO,7800,TWF,SLC,6,390,55,1
4319,UA,89,PVD,ORD,6,390,165,1
4320,WN,1807,SAN,DEN,6,390,145,1
4321,9E,3808,BMI,DTW,6,395,87,1
4322,CO,1563,RSW,IAH,6,395,148,1
4323,DL,1542,SEA,JFK,6,395,322,1
4324,DL,2244,SAN,MSP,6,395,229,1
4325,MQ,4488,CRW,LGA,6,395,100,1
4326,9E,3995,GRB,MSP,6,400,75,1
4327,AA,495,MIA,DFW,6,400,195,1
4328,CO,762,MSY,IAH,6,400,68,1
4329,FL,599,ROC,ATL,6,400,150,1
4330,MQ,3315,DFW,JAN,6,400,80,1
4331,OO,6271,ORD,FWA,6,401,51,1
4332,AA,1823,ORD,PBI,6,405,175,1
4333,AA,407,ORD,STL,6,405,65,1
4334,AS,366,SEA,SMF,6,405,106,1
4335,AS,47,ANC,ADQ,6,405,65,1
4336,CO,1598,SNA,IAH,6,405,202,1
4337,MQ,4343,ORD,DTW,6,405,85,1
4338,OO,6238,DTW,ORD,6,405,71,1
4339,UA,440,SNA,DEN,6,405,150,1
4340,US,1848,MSP,PHL,6,405,160,1
4341,US,655,SNA,PHX,6,405,89,1
4342,WN,209,OAK,LAX,6,405,80,1
4343,WN,2312,BWI,FLL,6,405,160,1
4344,WN,2443,MHT,MCO,6,405,205,1
4345,WN,276,SNA,PHX,6,405,80,1
4346,US,511,SNA,PHX,6,406,88,1
4347,XE,2252,RIC,CLE,6,406,82,1
4348,OO,6843,CWA,ORD,6,407,68,1
4349,OO,6869,BOI,ORD,6,407,198,1
4350,AA,1397,ORD,RSW,6,410,165,1
4351,DL,1079,SFO,LAX,6,410,83,1
4352,DL,1922,MKE,DTW,6,410,75,1
4353,MQ,3268,ACT,DFW,6,410,45,1
4354,OO,4474,MOT,MSP,6,410,82,1
4355,OO,4488,LSE,MSP,6,410,60,1
4356,OO,4800,SLC,LAX,6,410,115,1
4357,OO,6689,AVL,ORD,6,410,109,1
4358,UA,656,PHX,ORD,6,410,208,1
4359,WN,1904,BOS,MDW,6,410,175,1
4360,WN,2985,SLC,LAS,6,410,85,1
4361,AA,1461,MCO,DFW,6,415,185,1
4362,AA,505,JFK,SJU,6,415,245,1
4363,B6,240,LGB,OAK,6,415,78,1
4364,DL,1702,LAS,ATL,6,415,225,1
4365,DL,2685,LGA,MCO,6,415,170,1
4366,US,195,PHL,PHX,6,415,317,1
4367,WN,158,ABQ,DAL,6,415,100,1
4368,WN,2876,CMH,TPA,6,415,135,1
4369,UA,345,PHL,ORD,6,417,140,1
4370,US,1631,DCA,CLT,6,419,95,1
4371,9E,3716,SBN,MSP,6,420,99,1
4372,9E,3891,MDW,DTW,6,420,84,1
4373,AA,1164,DFW,MSY,6,420,80,1
4374,AA,2303,ORD,DFW,6,420,155,1
4375,AA,457,MCO,MIA,6,420,65,1
4376,AA,555,CMH,DFW,6,420,180,1
4377,AA,716,ORD,MCO,6,420,155,1
4378,AS,30,PDX,BOS,6,420,320,1
4379,AS,315,SFO,SEA,6,420,124,1
4380,AS,665,DFW,SEA,6,420,267,1
4381,B6,1297,BOS,PIT,6,420,109,1
4382,B6,661,SYR,MCO,6,420,178,1
4383,B6,920,ORD,BOS,6,420,131,1
4384,CO,1724,OMA,IAH,6,420,143,1
4385,DL,1769,ATL,MCO,6,420,82,1
4386,DL,2610,DFW,ATL,6,420,130,1
4387,DL,2636,FSD,MSP,6,420,68,1
4388,EV,7307,BOS,DTW,6,420,150,1
4389,MQ,2818,MGM,DFW,6,420,125,1
4390,MQ,3049,SAN,LAX,6,420,50,1
4391,OH,6291,BOS,RDU,6,420,145,1
4392,OO,4594,CID,MSP,6,420,63,1
4393,OO,6329,SFO,ACV,6,420,87,1
4394,OO,7813,RDM,SLC,6,420,95,1
4395,UA,149,ORD,SFO,6,420,288,1
4396,US,1131,IAD,CLT,6,420,87,1
4397,US,1507,BWI,CLT,6,420,97,1
4398,US,807,DCA,PHX,6,420,320,1
4399,WN,1526,LAX,SFO,6,420,80,1
4400,WN,1745,SEA,DEN,6,420,160,1
4401,WN,1849,BUR,SMF,6,420,80,1
4402,WN,2037,SAN,MDW,6,420,240,1
4403,WN,2599,DEN,STL,6,420,120,1
4404,XE,5954,ORD,ROC,6,420,94,1
4405,UA,373,LGA,ORD,6,421,158,1
4406,UA,835,BOS,ORD,6,422,171,1
4407,YV,7267,PWM,ORD,6,423,177,1
4408,AA,24,SFO,JFK,6,425,325,1
4409,CO,239,MIA,EWR,6,425,167,1
4410,DL,2665,DCA,MCO,6,425,151,1
4411,MQ,3893,ORD,PHL,6,425,120,1
4412,MQ,4312,FWA,ORD,6,425,60,1
4413,OH,6516,MSP,JFK,6,425,165,1
4414,OO,4478,FAR,MSP,6,425,75,1
4415,UA,14,JAX,ORD,6,425,155,1
4416,US,1558,PHX,CLT,7,15,222,0
4417,AA,2400,LAX,DFW,7,20,165,0
4418,AA,2466,SFO,DFW,7,20,195,0
4419,AS,108,ANC,SEA,7,30,202,0
4420,DL,2722,PHX,DTW,7,30,228,0
4421,AA,2538,LAS,ORD,7,40,200,0
4422,CO,223,ANC,SEA,7,49,201,0
4423,AA,1160,LAS,DFW,7,50,145,0
4424,DL,1646,PHX,ATL,7,50,212,0
4425,AA,2408,LAX,DFW,7,55,170,0
4426,AS,132,ANC,PDX,7,55,215,0
4427,US,498,DEN,CLT,7,55,179,0
4428,B6,98,DEN,JFK,7,59,213,0
4429,CO,1496,LAS,IAH,7,60,160,0
4430,DL,1450,LAS,MSP,7,60,181,0
4431,DL,1416,DEN,ATL,7,70,161,0
4432,CO,507,ONT,IAH,7,75,165,0
4433,AS,128,FAI,SEA,7,80,206,0
4434,DL,2223,ANC,SLC,7,85,270,0
4435,AS,112,ANC,SEA,7,90,200,0
4436,HA,17,LAS,HNL,7,100,380,0
4437,US,122,ANC,PHX,7,113,327,0
4438,AS,114,ANC,SEA,7,150,200,0
4439,CO,315,BQN,EWR,7,165,243,0
4440,B6,766,BQN,MCO,7,240,169,0
4441,B6,768,PSE,MCO,7,262,180,0
4442,OO,6466,IYK,LAX,7,300,53,0
4443,YV,2647,EWR,CLT,7,300,114,0
4444,US,149,SEA,PHX,7,315,166,0
4445,US,1640,MCO,CLT,7,315,97,0
4446,US,908,TPA,CLT,7,315,96,0
4447,HA,106,HNL,OGG,7,317,36,0
4448,DL,1276,MSP,ATL,7,320,158,0
4449,CO,1585,MFE,IAH,7,325,62,0
4450,EV,4966,VPS,ATL,7,325,69,0
4451,OO,4719,LWS,SLC,7,328,87,0
4452,9E,3670,PNS,ATL,7,330,75,0
4453,9E,3775,ALB,DTW,7,330,120,0
4454,9E,3886,DSM,ATL,7,330,135,0
4455,DL,1518,MCO,ATL,7,330,84,0
4456,DL,1842,SAT,ATL,7,330,142,0
4457,DL,2112,BHM,ATL,7,330,58,0
4458,DL,2995,BNA,ATL,7,330,67,0
4459,EV,5014,ICT,ATL,7,330,132,0
4460,EV,5044,ECP,ATL,7,330,67,0
4461,EV,5117,DHN,ATL,7,330,70,0
4462,EV,7108,PWM,IAD,7,330,114,0
4463,OO,7781,EKO,SLC,7,330,70,0
4464,US,1510,ATL,CLT,7,330,68,0
4465,US,347,PDX,PHX,7,330,148,0
4466,HA,103,HNL,LIH,7,331,35,0
4467,YV,7294,SBN,ORD,7,334,46,0
4468,9E,3725,TVC,DTW,7,335,75,0
4469,B6,728,BQN,JFK,7,335,231,0
4470,EV,5393,CLE,ATL,7,335,109,0
4471,OH,6423,DAY,DTW,7,335,75,0
4472,OO,6939,MFR,PDX,7,335,74,0
4473,UA,576,SEA,DEN,7,335,159,0
4474,OO,6644,TUS,DEN,7,336,112,0
4475,9E,3998,TLH,ATL,7,338,68,0
4476,DL,2123,BOS,DTW,7,340,144,0
4477,DL,2597,RIC,ATL,7,340,109,0
4478,DL,684,AUS,ATL,7,340,134,0
4479,9E,3659,ALB,ATL,7,345,183,0
4480,9E,3862,SAT,MEM,7,345,119,0
4481,9E,3949,PVD,DTW,7,345,135,0
4482,AA,1141,JFK,MIA,7,345,190,0
4483,AA,1297,DFW,MIA,7,345,160,0
4484,CO,1727,BWI,IAH,7,345,206,0
4485,DL,1095,OKC,ATL,7,345,127,0
4486,DL,1112,PIT,ATL,7,345,131,0
4487,DL,2320,PBI,ATL,7,345,113,0
4488,DL,2481,ORF,ATL,7,345,120,0
4489,DL,2710,DFW,ATL,7,345,132,0
4490,DL,2939,DCA,ATL,7,345,120,0
4491,EV,5218,SYR,ATL,7,345,158,0
4492,EV,5362,SHV,ATL,7,345,123,0
4493,EV,5501,VLD,ATL,7,345,62,0
4494,EV,7399,MFE,MEM,7,345,118,0
4495,FL,557,BUF,ATL,7,345,150,0
4496,OO,6407,FAT,SFO,7,345,45,0
4497,OO,6647,BZN,DEN,7,345,107,0
4498,OO,6833,RDM,PDX,7,345,58,0
4499,UA,756,SFO,DEN,7,348,157,0
4500,DL,1248,IAH,ATL,7,350,130,0
4501,DL,1985,DAY,ATL,7,350,114,0
4502,DL,2387,MKE,ATL,7,350,129,0
4503,DL,734,MCI,ATL,7,350,129,0
4504,MQ,2734,ABI,DFW,7,350,50,0
4505,MQ,2796,GRR,DFW,7,350,175,0
4506,MQ,3014,FAT,LAX,7,350,65,0
4507,MQ,3332,LBB,DFW,7,350,70,0
4508,MQ,3632,CLT,MIA,7,350,120,0
4509,MQ,3781,LIT,ORD,7,350,105,0
4510,MQ,4013,LEX,ORD,7,350,95,0
4511,OH,6498,ORD,ATL,7,350,128,0
4512,HA,218,HNL,KOA,7,352,41,0
4513,9E,3935,EWR,DTW,7,355,130,0
4514,9E,3955,LBB,MEM,7,355,119,0
4515,9E,3964,ALB,JFK,7,355,90,0
4516,9E,4274,AMA,MEM,7,355,120,0
4517,DL,377,BDL,DTW,7,355,130,0
4518,FL,331,PHL,ATL,7,355,140,0
4519,HA,202,HNL,ITO,7,355,49,0
4520,9E,3668,TYS,LGA,7,360,131,0
4521,9E,3724,ABE,DTW,7,360,115,0
4522,9E,3757,BGM,DTW,7,360,103,0
4523,9E,3893,FWA,ATL,7,360,115,0
4524,9E,4272,ECP,MEM,7,360,90,0
4525,AA,1056,TUL,DFW,7,360,70,0
4526,AA,1140,SAT,DFW,7,360,65,0
4527,AA,1215,DCA,DFW,7,360,210,0
4528,AA,1225,COS,DFW,7,360,120,0
4529,AA,1406,OMA,DFW,7,360,125,0
4530,AA,1584,LAS,DFW,7,360,160,0
4531,AA,1596,PDX,DFW,7,360,225,0
4532,AA,1602,ELP,DFW,7,360,100,0
4533,AA,1615,BDL,DFW,7,360,260,0
4534,AA,1631,MSY,MIA,7,360,105,0
4535,AA,1670,AUS,ORD,7,360,165,0
4536,AA,1755,ABQ,DFW,7,360,105,0
4537,AA,1839,OKC,DFW,7,360,60,0
4538,AA,1843,BOS,ORD,7,360,175,0
4539,AA,1878,SMF,DFW,7,360,205,0
4540,AA,1913,TPA,DFW,7,360,170,0
4541,AA,1921,EWR,MIA,7,360,185,0
4542,AA,1965,STL,DFW,7,360,115,0
4543,AA,1994,IAH,MIA,7,360,135,0
4544,AA,2037,BNA,MIA,7,360,135,0
4545,AA,2060,SEA,ORD,7,360,245,0
